method,manifest,lm_model_path,beam_width,temperature,alpha,beta,wer,cer
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.01,1.5,0.10999755560987534,0.03740128869725304
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.05,1.5,0.10999755560987534,0.037449735962404924
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.1,1.5,0.10999755560987534,0.037449735962404924
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.5,1.5,0.10999755560987534,0.037498183227556804
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.1,0.5,0.10999755560987534,0.037546630492708684
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.01,0.5,0.11024199462234173,0.037546630492708684
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.05,0.5,0.11024199462234173,0.037546630492708684
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.5,1.0,0.11048643363480812,0.03764352502301245
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.01,0.0,0.1107308726472745,0.03769197228816433
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.05,0.0,0.1107308726472745,0.03769197228816433
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,1.0,1.5,0.1107308726472745,0.03769197228816433
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.1,0.0,0.1107308726472745,0.037740419553316217
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.5,0.5,0.1107308726472745,0.037740419553316217
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.01,1.0,0.1109753116597409,0.03759507775786057
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.05,1.0,0.1109753116597409,0.03759507775786057
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.1,1.0,0.1109753116597409,0.03759507775786057
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,1.0,1.0,0.11293082375947201,0.03793420861392374
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,0.5,0.0,0.11341970178440479,0.03803110314422751
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,1.0,0.5,0.11415301882180395,0.038127997674531275
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,1.0,0.0,0.11513077487166952,0.0383217867351388
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,2.0,1.5,0.11513077487166952,0.0383217867351388
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,2.0,0.5,0.11708628697140064,0.03861247032605009
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,2.0,1.0,0.11757516499633341,0.03861247032605009
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,2.0,0.0,0.1202639941334637,0.03900004844726515
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,5.0,1.5,0.12686384747005622,0.0396783101593915
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,5.0,0.5,0.12808604253238817,0.039872099219999034
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,5.0,1.0,0.12808604253238817,0.039872099219999034
beam_lm_rescore,data/librispeech_test_other/manifest.csv,lm/3-gram.pruned.1e-7.arpa.gz,10,1.0,5.0,0.0,0.12857492055732095,0.039920546485150914
